id ; iName ; eng ; jpn ; tchi ; schi ; kor ; fre ; ger ; spa ; ita ; dut ; rus ; color ; size ; 
004F ; FtrBabybed ; baby bed ; ベビーベッド ; 嬰兒床 ; 婴儿床 ; 아기 침대 ; lit bébé ; Babybett ; cuna ; lettino ; babybed ; кроватка ; Beige ; 1_0x1_0
2EDD ; TopsTexOnepieceAlongLUzbek3 ; bekasab robe ; ウズベクなふく ; 烏茲別克服 ; 乌兹别克传统服装 ; 우즈베키스탄풍 옷 ; robe bekasab ; Bekasab-Gewand ; túnica bekasab ; tunica uzbeka ; bekasab ; чапан ; Purple ; 1_0x1_0
2A9A ; TopsTexOnepieceAlongLUzbek0 ; bekasab robe ; ウズベクなふく ; 烏茲別克服 ; 乌兹别克传统服装 ; 우즈베키스탄풍 옷 ; robe bekasab ; Bekasab-Gewand ; túnica bekasab ; tunica uzbeka ; bekasab ; чапан ; Red ; 1_0x1_0
22A2 ; TopsTexOnepieceBalloonHPolkadot1 ; belted dotted dress ; ベルトつきみずたまワンピース ; 圓點腰帶連身裙 ; 附腰带圆点连身裙 ; 물방울 벨트 원피스 ; robe cintrée à pois ; Tupfen-Kleid ; vestido lunares y cinturón ; vestito a pois con cintura ; stippeljurk met ceintuur ; платье в горошек на поясе ; Pink ; 1_0x1_0
22A3 ; TopsTexOnepieceBalloonHPolkadot2 ; belted dotted dress ; ベルトつきみずたまワンピース ; 圓點腰帶連身裙 ; 附腰带圆点连身裙 ; 물방울 벨트 원피스 ; robe cintrée à pois ; Tupfen-Kleid ; vestido lunares y cinturón ; vestito a pois con cintura ; stippeljurk met ceintuur ; платье в горошек на поясе ; Yellow ; 1_0x1_0
22A4 ; TopsTexOnepieceBalloonHPolkadot3 ; belted dotted dress ; ベルトつきみずたまワンピース ; 圓點腰帶連身裙 ; 附腰带圆点连身裙 ; 물방울 벨트 원피스 ; robe cintrée à pois ; Tupfen-Kleid ; vestido lunares y cinturón ; vestito a pois con cintura ; stippeljurk met ceintuur ; платье в горошек на поясе ; Green ; 1_0x1_0
0BEE ; TopsTexOnepieceBalloonHPolkadot0 ; belted dotted dress ; ベルトつきみずたまワンピース ; 圓點腰帶連身裙 ; 附腰带圆点连身裙 ; 물방울 벨트 원피스 ; robe cintrée à pois ; Tupfen-Kleid ; vestido lunares y cinturón ; vestito a pois con cintura ; stippeljurk met ceintuur ; платье в горошек на поясе ; Light blue ; 1_0x1_0
2A9C ; TopsTexOnepieceKimonoLBingata0 ; bingata dress ; びんがたいしょう ; 沖繩傳統服裝 ; 红型染服装 ; 빈가타 의상 ; robe bingata ; Bingata-Kleid ; kimono bingata ; kimono bingata ; bingatajurk ; платье из бингата ; No Variations ; 1_0x1_0
0BFD ; TopsTexOnepieceAlineHFlower0 ; blossom dress ; はながらワンピース ; 花紋連身裙 ; 花朵连身裙 ; 꽃무늬 원피스 ; robe d'été fleurie ; Blütenkleid ; vestido florido ; vestito floreale ; gebloemde jurk ; платье в цветочек ; Pink ; 1_0x1_0
2266 ; TopsTexOnepieceAlineHFlower1 ; blossom dress ; はながらワンピース ; 花紋連身裙 ; 花朵连身裙 ; 꽃무늬 원피스 ; robe d'été fleurie ; Blütenkleid ; vestido florido ; vestito floreale ; gebloemde jurk ; платье в цветочек ; Blue ; 1_0x1_0
2267 ; TopsTexOnepieceAlineHFlower2 ; blossom dress ; はながらワンピース ; 花紋連身裙 ; 花朵连身裙 ; 꽃무늬 원피스 ; robe d'été fleurie ; Blütenkleid ; vestido florido ; vestito floreale ; gebloemde jurk ; платье в цветочек ; Yellow ; 1_0x1_0
2268 ; TopsTexOnepieceAlineHFlower3 ; blossom dress ; はながらワンピース ; 花紋連身裙 ; 花朵连身裙 ; 꽃무늬 원피스 ; robe d'été fleurie ; Blütenkleid ; vestido florido ; vestito floreale ; gebloemde jurk ; платье в цветочек ; Green ; 1_0x1_0
2269 ; TopsTexOnepieceAlineHFlower4 ; blossom dress ; はながらワンピース ; 花紋連身裙 ; 花朵连身裙 ; 꽃무늬 원피스 ; robe d'été fleurie ; Blütenkleid ; vestido florido ; vestito floreale ; gebloemde jurk ; платье в цветочек ; Purple ; 1_0x1_0
0DF4 ; TopsTexOnepieceKimonoLUme0 ; blossoming kimono ; ウメがらのきもの ; 梅花和服 ; 梅花和服 ; 매화무늬 기모노 ; kimono fleurs de prunier ; Blümchenkimono ; kimono flor de ciruelo ; kimono floreale ; bloesemkimono ; кимоно с цветами ; Pink ; 1_0x1_0
2314 ; TopsTexOnepieceKimonoLUme1 ; blossoming kimono ; ウメがらのきもの ; 梅花和服 ; 梅花和服 ; 매화무늬 기모노 ; kimono fleurs de prunier ; Blümchenkimono ; kimono flor de ciruelo ; kimono floreale ; bloesemkimono ; кимоно с цветами ; Green tea ; 1_0x1_0
1F2D ; TopsTexOnepieceRibLBore1 ; boa parka ; ボアパーカー ; 絨毛連帽上衣 ; 绒毛连帽上衣 ; 털 후드 원피스 ; parka en polaire ; Fleece-Pulli ; vestido sudadera mullido ; felpa boa ; zachte sweaterjurk ; пушистое худи ; Purple ; 1_0x1_0
1F2E ; TopsTexOnepieceRibLBore2 ; boa parka ; ボアパーカー ; 絨毛連帽上衣 ; 绒毛连帽上衣 ; 털 후드 원피스 ; parka en polaire ; Fleece-Pulli ; vestido sudadera mullido ; felpa boa ; zachte sweaterjurk ; пушистое худи ; Gray ; 1_0x1_0
1F2F ; TopsTexOnepieceRibLBore3 ; boa parka ; ボアパーカー ; 絨毛連帽上衣 ; 绒毛连帽上衣 ; 털 후드 원피스 ; parka en polaire ; Fleece-Pulli ; vestido sudadera mullido ; felpa boa ; zachte sweaterjurk ; пушистое худи ; Pink ; 1_0x1_0
11FC ; TopsTexOnepieceRibLBore0 ; boa parka ; ボアパーカー ; 絨毛連帽上衣 ; 绒毛连帽上衣 ; 털 후드 원피스 ; parka en polaire ; Fleece-Pulli ; vestido sudadera mullido ; felpa boa ; zachte sweaterjurk ; пушистое худи ; Mint ; 1_0x1_0
2191 ; TopsTexOnepieceBoxLBohemian1 ; Bohemian tunic dress ; ボヘミアンワンピ ; 波希米亞連身裙 ; 波西米亚连身裙 ; 보헤미안 원피스 ; robe tunique bohémienne ; Folklorekleid ; vestido bohemio ; tunica bohémien ; bohemien jurk ; фольклорное платье ; Navy blue ; 1_0x1_0
2192 ; TopsTexOnepieceBoxLBohemian2 ; Bohemian tunic dress ; ボヘミアンワンピ ; 波希米亞連身裙 ; 波西米亚连身裙 ; 보헤미안 원피스 ; robe tunique bohémienne ; Folklorekleid ; vestido bohemio ; tunica bohémien ; bohemien jurk ; фольклорное платье ; Green ; 1_0x1_0
1139 ; TopsTexOnepieceBoxLBohemian0 ; Bohemian tunic dress ; ボヘミアンワンピ ; 波希米亞連身裙 ; 波西米亚连身裙 ; 보헤미안 원피스 ; robe tunique bohémienne ; Folklorekleid ; vestido bohemio ; tunica bohémien ; bohemien jurk ; фольклорное платье ; Red ; 1_0x1_0
1FFE ; TopsTexOnepieceAlineNPolynesia0 ; bold muumuu ; ポリネシアンなムームー ; 玻里尼西亞風夏威夷連身裙 ; 波利尼西亚夏威夷连身裙 ; 폴리네시안 원피스 ; muumuu aloha ; Aloha-Strandkleid ; vestido polinesio ; vestito hawaiano ardito ; bontgekleurde muʻumuʻu ; цветастое муу-муу ; Navy blue ; 1_0x1_0
219C ; TopsTexOnepieceAlineNPolynesia1 ; bold muumuu ; ポリネシアンなムームー ; 玻里尼西亞風夏威夷連身裙 ; 波利尼西亚夏威夷连身裙 ; 폴리네시안 원피스 ; muumuu aloha ; Aloha-Strandkleid ; vestido polinesio ; vestito hawaiano ardito ; bontgekleurde muʻumuʻu ; цветастое муу-муу ; Pink ; 1_0x1_0
10EE ; TopsTexOnepieceAlineLBolerocoat0 ; bolero coat ; ボレロコート ; 禮服小外套 ; 礼服小外套 ; 볼레로 코트 ; manteau boléro ; Bolero-Mantel ; abrigo bolero ; cappotto con bolero ; winterjas met strik ; пальто с пелериной ; Pink ; 1_0x1_0
20F9 ; TopsTexOnepieceAlineLBolerocoat1 ; bolero coat ; ボレロコート ; 禮服小外套 ; 礼服小外套 ; 볼레로 코트 ; manteau boléro ; Bolero-Mantel ; abrigo bolero ; cappotto con bolero ; winterjas met strik ; пальто с пелериной ; Yellow ; 1_0x1_0
20FA ; TopsTexOnepieceAlineLBolerocoat2 ; bolero coat ; ボレロコート ; 禮服小外套 ; 礼服小外套 ; 볼레로 코트 ; manteau boléro ; Bolero-Mantel ; abrigo bolero ; cappotto con bolero ; winterjas met strik ; пальто с пелериной ; Blue ; 1_0x1_0
20FB ; TopsTexOnepieceAlineLBolerocoat3 ; bolero coat ; ボレロコート ; 禮服小外套 ; 礼服小外套 ; 볼레로 코트 ; manteau boléro ; Bolero-Mantel ; abrigo bolero ; cappotto con bolero ; winterjas met strik ; пальто с пелериной ; Green ; 1_0x1_0
0E19 ; TopsTexOnepieceOverallLBoneWhite ; bone costume ; ボーンなふく ; 骨頭服 ; 骷髅装 ; 뼈다귀 의상 ; costume de squelette ; Knochenkostüm ; disfraz de esqueleto ; costume ossa ; bottenpak ; костюм со скелетом ; No Variations ; 1_0x1_0
1D94 ; TopsTexOnepieceBoxLJumperskirtuniform1 ; box-skirt uniform ; ジャンパースカートのせいふく ; 制服背心裙 ; 制服背心裙 ; 원피스 교복 ; uniforme de réceptionniste ; Bundfaltenkleid ; uniforme de recepción ; vestito con gonna a pieghe ; overgooier met blouse ; форма с юбкой в складку ; Black ; 1_0x1_0
1D95 ; TopsTexOnepieceBoxLJumperskirtuniform2 ; box-skirt uniform ; ジャンパースカートのせいふく ; 制服背心裙 ; 制服背心裙 ; 원피스 교복 ; uniforme de réceptionniste ; Bundfaltenkleid ; uniforme de recepción ; vestito con gonna a pieghe ; overgooier met blouse ; форма с юбкой в складку ; Light blue ; 1_0x1_0
1D96 ; TopsTexOnepieceBoxLJumperskirtuniform3 ; box-skirt uniform ; ジャンパースカートのせいふく ; 制服背心裙 ; 制服背心裙 ; 원피스 교복 ; uniforme de réceptionniste ; Bundfaltenkleid ; uniforme de recepción ; vestito con gonna a pieghe ; overgooier met blouse ; форма с юбкой в складку ; Green ; 1_0x1_0
1D97 ; TopsTexOnepieceBoxLJumperskirtuniform4 ; box-skirt uniform ; ジャンパースカートのせいふく ; 制服背心裙 ; 制服背心裙 ; 원피스 교복 ; uniforme de réceptionniste ; Bundfaltenkleid ; uniforme de recepción ; vestito con gonna a pieghe ; overgooier met blouse ; форма с юбкой в складку ; Gray ; 1_0x1_0
1D98 ; TopsTexOnepieceBoxLJumperskirtuniform5 ; box-skirt uniform ; ジャンパースカートのせいふく ; 制服背心裙 ; 制服背心裙 ; 원피스 교복 ; uniforme de réceptionniste ; Bundfaltenkleid ; uniforme de recepción ; vestito con gonna a pieghe ; overgooier met blouse ; форма с юбкой в складку ; Red ; 1_0x1_0
1D99 ; TopsTexOnepieceBoxLJumperskirtuniform6 ; box-skirt uniform ; ジャンパースカートのせいふく ; 制服背心裙 ; 制服背心裙 ; 원피스 교복 ; uniforme de réceptionniste ; Bundfaltenkleid ; uniforme de recepción ; vestito con gonna a pieghe ; overgooier met blouse ; форма с юбкой в складку ; Brown ; 1_0x1_0
0E4E ; TopsTexOnepieceBoxLJumperskirtuniform0 ; box-skirt uniform ; ジャンパースカートのせいふく ; 制服背心裙 ; 制服背心裙 ; 원피스 교복 ; uniforme de réceptionniste ; Bundfaltenkleid ; uniforme de recepción ; vestito con gonna a pieghe ; overgooier met blouse ; форма с юбкой в складку ; Navy blue ; 1_0x1_0
1ED4 ; TopsTexOnepieceBalloonNBubble1 ; bubble-skirt party dress ; バブルドレス ; 泡泡洋裝 ; 怀旧洋装 ; 버블 드레스 ; robe boule de soirée ; Cocktailkleid ; vestido de fiesta vistoso ; abito da sera vistoso ; feestjurk met wijde rok ; платье с юбкой-баллоном ; Purple ; 1_0x1_0
1ED5 ; TopsTexOnepieceBalloonNBubble2 ; bubble-skirt party dress ; バブルドレス ; 泡泡洋裝 ; 怀旧洋装 ; 버블 드레스 ; robe boule de soirée ; Cocktailkleid ; vestido de fiesta vistoso ; abito da sera vistoso ; feestjurk met wijde rok ; платье с юбкой-баллоном ; Blue ; 1_0x1_0
1ED6 ; TopsTexOnepieceBalloonNBubble3 ; bubble-skirt party dress ; バブルドレス ; 泡泡洋裝 ; 怀旧洋装 ; 버블 드레스 ; robe boule de soirée ; Cocktailkleid ; vestido de fiesta vistoso ; abito da sera vistoso ; feestjurk met wijde rok ; платье с юбкой-баллоном ; Light blue ; 1_0x1_0
1ED7 ; TopsTexOnepieceBalloonNBubble4 ; bubble-skirt party dress ; バブルドレス ; 泡泡洋裝 ; 怀旧洋装 ; 버블 드레스 ; robe boule de soirée ; Cocktailkleid ; vestido de fiesta vistoso ; abito da sera vistoso ; feestjurk met wijde rok ; платье с юбкой-баллоном ; Green ; 1_0x1_0
1ED8 ; TopsTexOnepieceBalloonNBubble5 ; bubble-skirt party dress ; バブルドレス ; 泡泡洋裝 ; 怀旧洋装 ; 버블 드레스 ; robe boule de soirée ; Cocktailkleid ; vestido de fiesta vistoso ; abito da sera vistoso ; feestjurk met wijde rok ; платье с юбкой-баллоном ; Yellow ; 1_0x1_0
1ED9 ; TopsTexOnepieceBalloonNBubble6 ; bubble-skirt party dress ; バブルドレス ; 泡泡洋裝 ; 怀旧洋装 ; 버블 드레스 ; robe boule de soirée ; Cocktailkleid ; vestido de fiesta vistoso ; abito da sera vistoso ; feestjurk met wijde rok ; платье с юбкой-баллоном ; Orange ; 1_0x1_0
1EDA ; TopsTexOnepieceBalloonNBubble7 ; bubble-skirt party dress ; バブルドレス ; 泡泡洋裝 ; 怀旧洋装 ; 버블 드레스 ; robe boule de soirée ; Cocktailkleid ; vestido de fiesta vistoso ; abito da sera vistoso ; feestjurk met wijde rok ; платье с юбкой-баллоном ; Red ; 1_0x1_0
10A8 ; TopsTexOnepieceBalloonNBubble0 ; bubble-skirt party dress ; バブルドレス ; 泡泡洋裝 ; 怀旧洋装 ; 버블 드레스 ; robe boule de soirée ; Cocktailkleid ; vestido de fiesta vistoso ; abito da sera vistoso ; feestjurk met wijde rok ; платье с юбкой-баллоном ; Pink ; 1_0x1_0
2596 ; TopsTexOnepieceAlineLRabbit1 ; bunny dress ; ウサギなふく ; 兔子服 ; 兔子服 ; 토끼 의상 ; robe lapin ; Hasenkleid ; vestido de conejito ; vestito da coniglio ; konijnenjurk ; платье зайки ; Yellow ; 1_0x1_0
2597 ; TopsTexOnepieceAlineLRabbit2 ; bunny dress ; ウサギなふく ; 兔子服 ; 兔子服 ; 토끼 의상 ; robe lapin ; Hasenkleid ; vestido de conejito ; vestito da coniglio ; konijnenjurk ; платье зайки ; White ; 1_0x1_0
0C4A ; TopsTexOnepieceAlineLRabbit0 ; bunny dress ; ウサギなふく ; 兔子服 ; 兔子服 ; 토끼 의상 ; robe lapin ; Hasenkleid ; vestido de conejito ; vestito da coniglio ; konijnenjurk ; платье зайки ; Pink ; 1_0x1_0
1789 ; TopsTexOnepieceKimonoLButterfly0 ; butterfly visiting kimono ; ちょうがらのほうもんぎ ; 蝴蝶結社交和服 ; 蝴蝶图案访问和服 ; 나비무늬 나들이 기모노 ; kimono imprimé papillons ; Schmetterlingskimono ; kimono de visita mariposas ; kimono con farfalle ; visitekimono met vlinders ; кимоно с бабочками ; Black ; 1_0x1_0
232A ; TopsTexOnepieceKimonoLButterfly1 ; butterfly visiting kimono ; ちょうがらのほうもんぎ ; 蝴蝶結社交和服 ; 蝴蝶图案访问和服 ; 나비무늬 나들이 기모노 ; kimono imprimé papillons ; Schmetterlingskimono ; kimono de visita mariposas ; kimono con farfalle ; visitekimono met vlinders ; кимоно с бабочками ; Indigo blue ; 1_0x1_0
232B ; TopsTexOnepieceKimonoLButterfly2 ; butterfly visiting kimono ; ちょうがらのほうもんぎ ; 蝴蝶結社交和服 ; 蝴蝶图案访问和服 ; 나비무늬 나들이 기모노 ; kimono imprimé papillons ; Schmetterlingskimono ; kimono de visita mariposas ; kimono con farfalle ; visitekimono met vlinders ; кимоно с бабочками ; Fuchsia ; 1_0x1_0
399F ; TopsTexOnepieceAlineHCafecute0 ; café-uniform dress ; カフェのワンピースユニフォーム ; 咖啡店制服連身裙 ; 咖啡店制服连身裙 ; 카페 원피스 유니폼 ; tenue de serveuse de café ; Cafébedienung-Kleid ; uniforme cafetería ; uniforme da caffetteria ; café-uniformjurk ; форменое платье кафе ; Pink ; 1_0x1_0
3A61 ; TopsTexOnepieceAlineHCafecute1 ; café-uniform dress ; カフェのワンピースユニフォーム ; 咖啡店制服連身裙 ; 咖啡店制服连身裙 ; 카페 원피스 유니폼 ; tenue de serveuse de café ; Cafébedienung-Kleid ; uniforme cafetería ; uniforme da caffetteria ; café-uniformjurk ; форменое платье кафе ; Light blue ; 1_0x1_0
3A62 ; TopsTexOnepieceAlineHCafecute2 ; café-uniform dress ; カフェのワンピースユニフォーム ; 咖啡店制服連身裙 ; 咖啡店制服连身裙 ; 카페 원피스 유니폼 ; tenue de serveuse de café ; Cafébedienung-Kleid ; uniforme cafetería ; uniforme da caffetteria ; café-uniformjurk ; форменое платье кафе ; Orange ; 1_0x1_0
3A63 ; TopsTexOnepieceAlineHCafecute3 ; café-uniform dress ; カフェのワンピースユニフォーム ; 咖啡店制服連身裙 ; 咖啡店制服连身裙 ; 카페 원피스 유니폼 ; tenue de serveuse de café ; Cafébedienung-Kleid ; uniforme cafetería ; uniforme da caffetteria ; café-uniformjurk ; форменое платье кафе ; Green ; 1_0x1_0
2196 ; TopsTexOnepieceAlongHCachecoeur1 ; casual chic dress ; カシュクールワンピース ; 交叉V領綁帶連身裙 ; 裹身裙 ; 앞여밈 원피스 ; robe cache-cœur ; Wickelkleid ; vestido de día chic ; vestito casual-chic ; omslagjurk ; платье с запахом ; Light blue ; 1_0x1_0
2197 ; TopsTexOnepieceAlongHCachecoeur2 ; casual chic dress ; カシュクールワンピース ; 交叉V領綁帶連身裙 ; 裹身裙 ; 앞여밈 원피스 ; robe cache-cœur ; Wickelkleid ; vestido de día chic ; vestito casual-chic ; omslagjurk ; платье с запахом ; Pink ; 1_0x1_0
2198 ; TopsTexOnepieceAlongHCachecoeur3 ; casual chic dress ; カシュクールワンピース ; 交叉V領綁帶連身裙 ; 裹身裙 ; 앞여밈 원피스 ; robe cache-cœur ; Wickelkleid ; vestido de día chic ; vestito casual-chic ; omslagjurk ; платье с запахом ; Green ; 1_0x1_0
2199 ; TopsTexOnepieceAlongHCachecoeur4 ; casual chic dress ; カシュクールワンピース ; 交叉V領綁帶連身裙 ; 裹身裙 ; 앞여밈 원피스 ; robe cache-cœur ; Wickelkleid ; vestido de día chic ; vestito casual-chic ; omslagjurk ; платье с запахом ; Navy blue ; 1_0x1_0
219A ; TopsTexOnepieceAlongHCachecoeur5 ; casual chic dress ; カシュクールワンピース ; 交叉V領綁帶連身裙 ; 裹身裙 ; 앞여밈 원피스 ; robe cache-cœur ; Wickelkleid ; vestido de día chic ; vestito casual-chic ; omslagjurk ; платье с запахом ; Purple ; 1_0x1_0
11F4 ; TopsTexOnepieceAlongHCachecoeur0 ; casual chic dress ; カシュクールワンピース ; 交叉V領綁帶連身裙 ; 裹身裙 ; 앞여밈 원피스 ; robe cache-cœur ; Wickelkleid ; vestido de día chic ; vestito casual-chic ; omslagjurk ; платье с запахом ; Yellow ; 1_0x1_0
10F6 ; TopsTexOnepieceKimonoLKinagashi0 ; casual kimono ; きながし ; 男性簡便和服 ; 男性休闲和服 ; 일본 전통 남성용 겉옷 ; kimono décontracté ; Alltagskimono ; kimono sencillo ; kimono informale ; casual kimono ; повседневное кимоно ; Dark blue ; 1_0x1_0
23FF ; TopsTexOnepieceKimonoLKinagashi1 ; casual kimono ; きながし ; 男性簡便和服 ; 男性休闲和服 ; 일본 전통 남성용 겉옷 ; kimono décontracté ; Alltagskimono ; kimono sencillo ; kimono informale ; casual kimono ; повседневное кимоно ; Aqua ; 1_0x1_0
2400 ; TopsTexOnepieceKimonoLKinagashi2 ; casual kimono ; きながし ; 男性簡便和服 ; 男性休闲和服 ; 일본 전통 남성용 겉옷 ; kimono décontracté ; Alltagskimono ; kimono sencillo ; kimono informale ; casual kimono ; повседневное кимоно ; Green ; 1_0x1_0
